crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,18,44,23,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,19,45,20,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,20,46,17,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,21,25,80,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,22,26,77,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,23,27,74,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,24,28,71,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,25,29,68,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,26,30,65,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,27,31,62,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,28,32,59,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,29,33,56,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,30,34,53,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,31,35,50,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,32,36,47,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,33,37,44,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,34,38,41,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,35,39,38,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,36,40,35,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,37,41,32,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,38,42,29,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,39,43,26,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,40,44,23,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,41,45,20,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,42,46,17,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,43,25,80,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,44,26,77,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,45,27,74,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,46,28,71,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,47,29,68,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,48,30,65,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,49,31,62,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,50,32,59,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,51,33,56,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,52,34,53,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,53,35,50,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,54,36,47,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,55,37,44,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,56,38,41,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,57,39,38,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,58,40,35,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,59,41,32,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,60,42,29,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,61,43,26,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,62,44,23,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,63,45,20,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,64,46,17,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,65,25,80,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,66,26,77,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,67,27,74,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,68,28,71,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,69,29,68,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,70,30,65,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,71,31,62,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,72,32,59,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,73,33,56,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,74,34,53,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,75,35,50,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,76,36,47,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,77,37,44,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,78,38,41,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,79,39,38,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,80,40,35,2
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,81,41,32,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,82,42,29,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,83,43,26,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,84,44,23,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,85,45,20,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,86,46,17,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,87,25,80,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,88,26,77,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,89,27,74,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,90,28,71,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,91,29,68,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,92,30,65,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,93,31,62,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,94,32,59,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,95,33,56,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,96,34,53,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,97,35,50,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,98,36,47,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,99,37,44,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,100,38,41,0
Wheat,Alluvial Soil,Maturation,1,39,38,1
Wheat,Alluvial Soil,Maturation,2,40,35,1
Wheat,Alluvial Soil,Maturation,3,41,32,1
Wheat,Alluvial Soil,Maturation,4,42,29,1
Wheat,Alluvial Soil,Maturation,5,43,26,1
Wheat,Alluvial Soil,Maturation,6,44,23,1
Wheat,Alluvial Soil,Maturation,7,45,20,1
Wheat,Alluvial Soil,Maturation,8,46,17,1
Wheat,Alluvial Soil,Maturation,9,25,80,1
Wheat,Alluvial Soil,Maturation,10,26,77,1
Wheat,Alluvial Soil,Maturation,11,27,74,1
Wheat,Alluvial Soil,Maturation,12,28,71,1
Wheat,Alluvial Soil,Maturation,13,29,68,1
Wheat,Alluvial Soil,Maturation,14,30,65,1
Wheat,Alluvial Soil,Maturation,15,31,62,1
Wheat,Alluvial Soil,Maturation,16,32,59,1
Wheat,Alluvial Soil,Maturation,17,33,56,1
Wheat,Alluvial Soil,Maturation,18,34,53,1
Wheat,Alluvial Soil,Maturation,19,35,50,1
Wheat,Alluvial Soil,Maturation,20,36,47,1
Wheat,Alluvial Soil,Maturation,21,37,44,1
Wheat,Alluvial Soil,Maturation,22,38,41,1
Wheat,Alluvial Soil,Maturation,23,39,38,1
Wheat,Alluvial Soil,Maturation,24,40,35,1
Wheat,Alluvial Soil,Maturation,25,41,32,1
Wheat,Alluvial Soil,Maturation,26,42,29,1
Wheat,Alluvial Soil,Maturation,27,43,26,1
Wheat,Alluvial Soil,Maturation,28,44,23,1
Wheat,Alluvial Soil,Maturation,29,45,20,1
Wheat,Alluvial Soil,Maturation,30,46,17,1
Wheat,Alluvial Soil,Maturation,31,25,80,1
Wheat,Alluvial Soil,Maturation,32,26,77,1
Wheat,Alluvial Soil,Maturation,33,27,74,1
Wheat,Alluvial Soil,Maturation,34,28,71,1
Wheat,Alluvial Soil,Maturation,35,29,68,1
Wheat,Alluvial Soil,Maturation,36,30,65,1
Wheat,Alluvial Soil,Maturation,37,31,62,1
Wheat,Alluvial Soil,Maturation,38,32,59,1
Wheat,Alluvial Soil,Maturation,39,33,56,1
Wheat,Alluvial Soil,Maturation,40,34,53,1
Wheat,Alluvial Soil,Maturation,41,35,50,1
Wheat,Alluvial Soil,Maturation,42,36,47,1
Wheat,Alluvial Soil,Maturation,43,37,44,1
Wheat,Alluvial Soil,Maturation,44,38,41,1
Wheat,Alluvial Soil,Maturation,45,39,38,1
Wheat,Alluvial Soil,Maturation,46,40,35,1
Wheat,Alluvial Soil,Maturation,47,41,32,1
Wheat,Alluvial Soil,Maturation,48,42,29,1
Wheat,Alluvial Soil,Maturation,49,43,26,1
Wheat,Alluvial Soil,Maturation,50,44,23,1
Wheat,Alluvial Soil,Maturation,51,45,20,1
Wheat,Alluvial Soil,Maturation,52,46,17,1
Wheat,Alluvial Soil,Maturation,53,25,80,1
Wheat,Alluvial Soil,Maturation,54,26,77,1
Wheat,Alluvial Soil,Maturation,55,27,74,1
Wheat,Alluvial Soil,Maturation,56,28,71,1
Wheat,Alluvial Soil,Maturation,57,29,68,1
Wheat,Alluvial Soil,Maturation,58,30,65,1
Wheat,Alluvial Soil,Maturation,59,31,62,1
Wheat,Alluvial Soil,Maturation,60,32,59,1
Wheat,Alluvial Soil,Maturation,61,33,56,1
Wheat,Alluvial Soil,Maturation,62,34,53,1
Wheat,Alluvial Soil,Maturation,63,35,50,1
Wheat,Alluvial Soil,Maturation,64,36,47,1
Wheat,Alluvial Soil,Maturation,65,37,44,1
Wheat,Alluvial Soil,Maturation,66,38,41,1
Wheat,Alluvial Soil,Maturation,67,39,38,1
Wheat,Alluvial Soil,Maturation,68,40,35,1
Wheat,Alluvial Soil,Maturation,69,41,32,1
Wheat,Alluvial Soil,Maturation,70,42,29,2
Wheat,Alluvial Soil,Maturation,71,43,26,2
Wheat,Alluvial Soil,Maturation,72,44,23,2
Wheat,Alluvial Soil,Maturation,73,45,20,2
Wheat,Alluvial Soil,Maturation,74,46,17,2
Wheat,Alluvial Soil,Maturation,75,25,80,2
Wheat,Alluvial Soil,Maturation,76,26,77,2
Wheat,Alluvial Soil,Maturation,77,27,74,2
Wheat,Alluvial Soil,Maturation,78,28,71,2
Wheat,Alluvial Soil,Maturation,79,29,68,2
Wheat,Alluvial Soil,Maturation,80,30,65,2
Wheat,Alluvial Soil,Maturation,81,31,62,0
Wheat,Alluvial Soil,Maturation,82,32,59,0
Wheat,Alluvial Soil,Maturation,83,33,56,0
Wheat,Alluvial Soil,Maturation,84,34,53,0
Wheat,Alluvial Soil,Maturation,85,35,50,0
Wheat,Alluvial Soil,Maturation,86,36,47,0
Wheat,Alluvial Soil,Maturation,87,37,44,0
Wheat,Alluvial Soil,Maturation,88,38,41,0
Wheat,Alluvial Soil,Maturation,89,39,38,0
Wheat,Alluvial Soil,Maturation,90,40,35,0
Wheat,Alluvial Soil,Maturation,91,41,32,0
Wheat,Alluvial Soil,Maturation,92,42,29,0
Wheat,Alluvial Soil,Maturation,93,43,26,0
Wheat,Alluvial Soil,Maturation,94,44,23,0
Wheat,Alluvial Soil,Maturation,95,45,20,0
Wheat,Alluvial Soil,Maturation,96,46,17,0
Wheat,Alluvial Soil,Maturation,97,25,80,0
Wheat,Alluvial Soil,Maturation,98,26,77,0
Wheat,Alluvial Soil,Maturation,99,27,74,0
Wheat,Alluvial Soil,Maturation,100,28,71,0
Wheat,Alluvial Soil,Harvest,1,29,68,1
Wheat,Alluvial Soil,Harvest,2,30,65,1
Wheat,Alluvial Soil,Harvest,3,31,62,1
Wheat,Alluvial Soil,Harvest,4,32,59,1
Wheat,Alluvial Soil,Harvest,5,33,56,1
Wheat,Alluvial Soil,Harvest,6,34,53,1
Wheat,Alluvial Soil,Harvest,7,35,50,1
Wheat,Alluvial Soil,Harvest,8,36,47,1
Wheat,Alluvial Soil,Harvest,9,37,44,1
Wheat,Alluvial Soil,Harvest,10,38,41,1
Wheat,Alluvial Soil,Harvest,11,39,38,1
Wheat,Alluvial Soil,Harvest,12,40,35,1
Wheat,Alluvial Soil,Harvest,13,41,32,1
Wheat,Alluvial Soil,Harvest,14,42,29,1
Wheat,Alluvial Soil,Harvest,15,43,26,1
Wheat,Alluvial Soil,Harvest,16,44,23,1
Wheat,Alluvial Soil,Harvest,17,45,20,1
Wheat,Alluvial Soil,Harvest,18,46,17,1
Wheat,Alluvial Soil,Harvest,19,25,80,1
Wheat,Alluvial Soil,Harvest,20,26,77,1
Wheat,Alluvial Soil,Harvest,21,27,74,1
Wheat,Alluvial Soil,Harvest,22,28,71,1
Wheat,Alluvial Soil,Harvest,23,29,68,1
Wheat,Alluvial Soil,Harvest,24,30,65,1
Wheat,Alluvial Soil,Harvest,25,31,62,1
Wheat,Alluvial Soil,Harvest,26,32,59,1
Wheat,Alluvial Soil,Harvest,27,33,56,1
Wheat,Alluvial Soil,Harvest,28,34,53,1
Wheat,Alluvial Soil,Harvest,29,35,50,1
Wheat,Alluvial Soil,Harvest,30,36,47,1
Wheat,Alluvial Soil,Harvest,31,37,44,1
Wheat,Alluvial Soil,Harvest,32,38,41,1
Wheat,Alluvial Soil,Harvest,33,39,38,1
Wheat,Alluvial Soil,Harvest,34,40,35,1
Wheat,Alluvial Soil,Harvest,35,41,32,1
Wheat,Alluvial Soil,Harvest,36,42,29,1
Wheat,Alluvial Soil,Harvest,37,43,26,1
Wheat,Alluvial Soil,Harvest,38,44,23,1
Wheat,Alluvial Soil,Harvest,39,45,20,1
Wheat,Alluvial Soil,Harvest,40,46,17,1
Wheat,Alluvial Soil,Harvest,41,25,80,1
Wheat,Alluvial Soil,Harvest,42,26,77,1
Wheat,Alluvial Soil,Harvest,43,27,74,1
Wheat,Alluvial Soil,Harvest,44,28,71,1
Wheat,Alluvial Soil,Harvest,45,29,68,1
Wheat,Alluvial Soil,Harvest,46,30,65,1
Wheat,Alluvial Soil,Harvest,47,31,62,1
Wheat,Alluvial Soil,Harvest,48,32,59,1
Wheat,Alluvial Soil,Harvest,49,33,56,1
Wheat,Alluvial Soil,Harvest,50,34,53,1
Wheat,Alluvial Soil,Harvest,51,35,50,1
Wheat,Alluvial Soil,Harvest,52,36,47,1
Wheat,Alluvial Soil,Harvest,53,37,44,1
Wheat,Alluvial Soil,Harvest,54,38,41,1
Wheat,Alluvial Soil,Harvest,55,39,38,1
Wheat,Alluvial Soil,Harvest,56,40,35,1
Wheat,Alluvial Soil,Harvest,57,41,32,1
Wheat,Alluvial Soil,Harvest,58,42,29,1
Wheat,Alluvial Soil,Harvest,59,43,26,1
Wheat,Alluvial Soil,Harvest,60,44,23,2
Wheat,Alluvial Soil,Harvest,61,45,20,2
Wheat,Alluvial Soil,Harvest,62,46,17,2
Wheat,Alluvial Soil,Harvest,63,25,80,2
Wheat,Alluvial Soil,Harvest,64,26,77,2
Wheat,Alluvial Soil,Harvest,65,27,74,2
Wheat,Alluvial Soil,Harvest,66,28,71,2
Wheat,Alluvial Soil,Harvest,67,29,68,2
Wheat,Alluvial Soil,Harvest,68,30,65,2
Wheat,Alluvial Soil,Harvest,69,31,62,2
Wheat,Alluvial Soil,Harvest,70,32,59,2
Wheat,Alluvial Soil,Harvest,71,33,56,0
Wheat,Alluvial Soil,Harvest,72,34,53,0
Wheat,Alluvial Soil,Harvest,73,35,50,0
Wheat,Alluvial Soil,Harvest,74,36,47,0
Wheat,Alluvial Soil,Harvest,75,37,44,0
Wheat,Alluvial Soil,Harvest,76,38,41,0
Wheat,Alluvial Soil,Harvest,77,39,38,0
Wheat,Alluvial Soil,Harvest,78,40,35,0
Wheat,Alluvial Soil,Harvest,79,41,32,0
Wheat,Alluvial Soil,Harvest,80,42,29,0
Wheat,Alluvial Soil,Harvest,81,43,26,0
Wheat,Alluvial Soil,Harvest,82,44,23,0
Wheat,Alluvial Soil,Harvest,83,45,20,0
Wheat,Alluvial Soil,Harvest,84,46,17,0
Wheat,Alluvial Soil,Harvest,85,25,80,0
Wheat,Alluvial Soil,Harvest,86,26,77,0
Wheat,Alluvial Soil,Harvest,87,27,74,0
Wheat,Alluvial Soil,Harvest,88,28,71,0
Wheat,Alluvial Soil,Harvest,89,29,68,0
Wheat,Alluvial Soil,Harvest,90,30,65,0
Wheat,Alluvial Soil,Harvest,91,31,62,0
Wheat,Alluvial Soil,Harvest,92,32,59,0
Wheat,Alluvial Soil,Harvest,93,33,56,0
Wheat,Alluvial Soil,Harvest,94,34,53,0
Wheat,Alluvial Soil,Harvest,95,35,50,0
Wheat,Alluvial Soil,Harvest,96,36,47,0
Wheat,Alluvial Soil,Harvest,97,37,44,0
Wheat,Alluvial Soil,Harvest,98,38,41,0
Wheat,Alluvial Soil,Harvest,99,39,38,0
Wheat,Alluvial Soil,Harvest,100,40,35,0
Wheat,Sandy Soil,Germination,1,41,32,1
Wheat,Sandy Soil,Germination,2,42,29,1
Wheat,Sandy Soil,Germination,3,43,26,1
Wheat,Sandy Soil,Germination,4,44,23,1
Wheat,Sandy Soil,Germination,5,45,20,1
Wheat,Sandy Soil,Germination,6,46,17,1
Wheat,Sandy Soil,Germination,7,25,80,1
Wheat,Sandy Soil,Germination,8,26,77,1
Wheat,Sandy Soil,Germination,9,27,74,1
Wheat,Sandy Soil,Germination,10,28,71,1
Wheat,Sandy Soil,Germination,11,29,68,1
Wheat,Sandy Soil,Germination,12,30,65,1
Wheat,Sandy Soil,Germination,13,31,62,1
Wheat,Sandy Soil,Germination,14,32,59,1
Wheat,Sandy Soil,Germination,15,33,56,1
Wheat,Sandy Soil,Germination,16,34,53,1
Wheat,Sandy Soil,Germination,17,35,50,1
Wheat,Sandy Soil,Germination,18,36,47,1
Wheat,Sandy Soil,Germination,19,37,44,1
Wheat,Sandy Soil,Germination,20,38,41,1
Wheat,Sandy Soil,Germination,21,39,38,1
Wheat,Sandy Soil,Germination,22,40,35,1
Wheat,Sandy Soil,Germination,23,41,32,1
Wheat,Sandy Soil,Germination,24,42,29,1
Wheat,Sandy Soil,Germination,25,43,26,1
Wheat,Sandy Soil,Germination,26,44,23,1
Wheat,Sandy Soil,Germination,27,45,20,1
Wheat,Sandy Soil,Germination,28,46,17,1
Wheat,Sandy Soil,Germination,29,25,80,1
Wheat,Sandy Soil,Germination,30,26,77,1
Wheat,Sandy Soil,Germination,31,27,74,2
Wheat,Sandy Soil,Germination,32,28,71,2
Wheat,Sandy Soil,Germination,33,29,68,2
Wheat,Sandy Soil,Germination,34,30,65,2
Wheat,Sandy Soil,Germination,35,31,62,2
Wheat,Sandy Soil,Germination,36,32,59,2
Wheat,Sandy Soil,Germination,37,33,56,2
Wheat,Sandy Soil,Germination,38,34,53,2
Wheat,Sandy Soil,Germination,39,35,50,2
Wheat,Sandy Soil,Germination,40,36,47,2
Wheat,Sandy Soil,Germination,41,37,44,0
Wheat,Sandy Soil,Germination,42,38,41,0
Wheat,Sandy Soil,Germination,43,39,38,0
Wheat,Sandy Soil,Germination,44,40,35,0
Wheat,Sandy Soil,Germination,45,41,32,0
Wheat,Sandy Soil,Germination,46,42,29,0
Wheat,Sandy Soil,Germination,47,43,26,0
Wheat,Sandy Soil,Germination,48,44,23,0
Wheat,Sandy Soil,Germination,49,45,20,0
Wheat,Sandy Soil,Germination,50,46,17,0
Wheat,Sandy Soil,Germination,51,25,80,0
Wheat,Sandy Soil,Germination,52,26,77,0
Wheat,Sandy Soil,Germination,53,27,74,0
Wheat,Sandy Soil,Germination,54,28,71,0
Wheat,Sandy Soil,Germination,55,29,68,0
Wheat,Sandy Soil,Germination,56,30,65,0
Wheat,Sandy Soil,Germination,57,31,62,0
Wheat,Sandy Soil,Germination,58,32,59,0
Wheat,Sandy Soil,Germination,59,33,56,0
Wheat,Sandy Soil,Germination,60,34,53,0
Wheat,Sandy Soil,Germination,61,35,50,0
Wheat,Sandy Soil,Germination,62,36,47,0
Wheat,Sandy Soil,Germination,63,37,44,0
Wheat,Sandy Soil,Germination,64,38,41,0
Wheat,Sandy Soil,Germination,65,39,38,0
Wheat,Sandy Soil,Germination,66,40,35,0
Wheat,Sandy Soil,Germination,67,41,32,0
Wheat,Sandy Soil,Germination,68,42,29,0
Wheat,Sandy Soil,Germination,69,43,26,0
Wheat,Sandy Soil,Germination,70,44,23,0
Wheat,Sandy Soil,Germination,71,45,20,0
Wheat,Sandy Soil,Germination,72,46,17,0
Wheat,Sandy Soil,Germination,73,25,80,0
Wheat,Sandy Soil,Germination,74,26,77,0
Wheat,Sandy Soil,Germination,75,27,74,0
Wheat,Sandy Soil,Germination,76,28,71,0
Wheat,Sandy Soil,Germination,77,29,68,0
Wheat,Sandy Soil,Germination,78,30,65,0
Wheat,Sandy Soil,Germination,79,31,62,0
Wheat,Sandy Soil,Germination,80,32,59,0
Wheat,Sandy Soil,Germination,81,33,56,0
Wheat,Sandy Soil,Germination,82,34,53,0
Wheat,Sandy Soil,Germination,83,35,50,0
Wheat,Sandy Soil,Germination,84,36,47,0
Wheat,Sandy Soil,Germination,85,37,44,0
Wheat,Sandy Soil,Germination,86,38,41,0
Wheat,Sandy Soil,Germination,87,39,38,0
Wheat,Sandy Soil,Germination,88,40,35,0
Wheat,Sandy Soil,Germination,89,41,32,0
Wheat,Sandy Soil,Germination,90,42,29,0
Wheat,Sandy Soil,Germination,91,43,26,0
Wheat,Sandy Soil,Germination,92,44,23,0
Wheat,Sandy Soil,Germination,93,45,20,0
Wheat,Sandy Soil,Germination,94,46,17,0
Wheat,Sandy Soil,Germination,95,25,80,0
Wheat,Sandy Soil,Germination,96,26,77,0
Wheat,Sandy Soil,Germination,97,27,74,0
Wheat,Sandy Soil,Germination,98,28,71,0
Wheat,Sandy Soil,Germination,99,29,68,0
Wheat,Sandy Soil,Germination,100,30,65,0
Wheat,Sandy Soil,Seedling Stage,1,31,62,1
Wheat,Sandy Soil,Seedling Stage,2,32,59,1
Wheat,Sandy Soil,Seedling Stage,3,33,56,1
Wheat,Sandy Soil,Seedling Stage,4,34,53,1
Wheat,Sandy Soil,Seedling Stage,5,35,50,1
Wheat,Sandy Soil,Seedling Stage,6,36,47,1
Wheat,Sandy Soil,Seedling Stage,7,37,44,1
Wheat,Sandy Soil,Seedling Stage,8,38,41,1
Wheat,Sandy Soil,Seedling Stage,9,39,38,1
Wheat,Sandy Soil,Seedling Stage,10,40,35,1
Wheat,Sandy Soil,Seedling Stage,11,41,32,1
Wheat,Sandy Soil,Seedling Stage,12,42,29,1
Wheat,Sandy Soil,Seedling Stage,13,43,26,1
Wheat,Sandy Soil,Seedling Stage,14,44,23,1
Wheat,Sandy Soil,Seedling Stage,15,45,20,1
Wheat,Sandy Soil,Seedling Stage,16,46,17,1
Wheat,Sandy Soil,Seedling Stage,17,25,80,1
Wheat,Sandy Soil,Seedling Stage,18,26,77,1
Wheat,Sandy Soil,Seedling Stage,19,27,74,1
Wheat,Sandy Soil,Seedling Stage,20,28,71,1
Wheat,Sandy Soil,Seedling Stage,21,29,68,1
Wheat,Sandy Soil,Seedling Stage,22,30,65,1
Wheat,Sandy Soil,Seedling Stage,23,31,62,1
Wheat,Sandy Soil,Seedling Stage,24,32,59,1
Wheat,Sandy Soil,Seedling Stage,25,33,56,1
Wheat,Sandy Soil,Seedling Stage,26,34,53,1
Wheat,Sandy Soil,Seedling Stage,27,35,50,1
Wheat,Sandy Soil,Seedling Stage,28,36,47,1
Wheat,Sandy Soil,Seedling Stage,29,37,44,1
Wheat,Sandy Soil,Seedling Stage,30,38,41,1
Wheat,Sandy Soil,Seedling Stage,31,39,38,1
Wheat,Sandy Soil,Seedling Stage,32,40,35,1
Wheat,Sandy Soil,Seedling Stage,33,41,32,1
Wheat,Sandy Soil,Seedling Stage,34,42,29,1
Wheat,Sandy Soil,Seedling Stage,35,43,26,1
Wheat,Sandy Soil,Seedling Stage,36,44,23,1
Wheat,Sandy Soil,Seedling Stage,37,45,20,1
Wheat,Sandy Soil,Seedling Stage,38,46,17,1
Wheat,Sandy Soil,Seedling Stage,39,25,80,1
Wheat,Sandy Soil,Seedling Stage,40,26,77,2
Wheat,Sandy Soil,Seedling Stage,41,27,74,2
Wheat,Sandy Soil,Seedling Stage,42,28,71,2
Wheat,Sandy Soil,Seedling Stage,43,29,68,2
Wheat,Sandy Soil,Seedling Stage,44,30,65,2
Wheat,Sandy Soil,Seedling Stage,45,31,62,2
Wheat,Sandy Soil,Seedling Stage,46,32,59,2
Wheat,Sandy Soil,Seedling Stage,47,33,56,2
Wheat,Sandy Soil,Seedling Stage,48,34,53,2
Wheat,Sandy Soil,Seedling Stage,49,35,50,2
Wheat,Sandy Soil,Seedling Stage,50,36,47,2
Wheat,Sandy Soil,Seedling Stage,51,37,44,0
Wheat,Sandy Soil,Seedling Stage,52,38,41,0
Wheat,Sandy Soil,Seedling Stage,53,39,38,0
Wheat,Sandy Soil,Seedling Stage,54,40,35,0
Wheat,Sandy Soil,Seedling Stage,55,41,32,0
Wheat,Sandy Soil,Seedling Stage,56,42,29,0
Wheat,Sandy Soil,Seedling Stage,57,43,26,0
Wheat,Sandy Soil,Seedling Stage,58,44,23,0
Wheat,Sandy Soil,Seedling Stage,59,45,20,0
Wheat,Sandy Soil,Seedling Stage,60,46,17,0
Wheat,Sandy Soil,Seedling Stage,61,25,80,0
Wheat,Sandy Soil,Seedling Stage,62,26,77,0
Wheat,Sandy Soil,Seedling Stage,63,27,74,0
Wheat,Sandy Soil,Seedling Stage,64,28,71,0
Wheat,Sandy Soil,Seedling Stage,65,29,68,0
Wheat,Sandy Soil,Seedling Stage,66,30,65,0
Wheat,Sandy Soil,Seedling Stage,67,31,62,0
Wheat,Sandy Soil,Seedling Stage,68,32,59,0
Wheat,Sandy Soil,Seedling Stage,69,33,56,0
Wheat,Sandy Soil,Seedling Stage,70,34,53,0
Wheat,Sandy Soil,Seedling Stage,71,35,50,0
Wheat,Sandy Soil,Seedling Stage,72,36,47,0
Wheat,Sandy Soil,Seedling Stage,73,37,44,0
Wheat,Sandy Soil,Seedling Stage,74,38,41,0
Wheat,Sandy Soil,Seedling Stage,75,39,38,0
Wheat,Sandy Soil,Seedling Stage,76,40,35,0
Wheat,Sandy Soil,Seedling Stage,77,41,32,0
Wheat,Sandy Soil,Seedling Stage,78,42,29,0
Wheat,Sandy Soil,Seedling Stage,79,43,26,0
Wheat,Sandy Soil,Seedling Stage,80,44,23,0
Wheat,Sandy Soil,Seedling Stage,81,45,20,0
Wheat,Sandy Soil,Seedling Stage,82,46,17,0
Wheat,Sandy Soil,Seedling Stage,83,25,80,0
Wheat,Sandy Soil,Seedling Stage,84,26,77,0
Wheat,Sandy Soil,Seedling Stage,85,27,74,0
Wheat,Sandy Soil,Seedling Stage,86,28,71,0
Wheat,Sandy Soil,Seedling Stage,87,29,68,0
Wheat,Sandy Soil,Seedling Stage,88,30,65,0
Wheat,Sandy Soil,Seedling Stage,89,31,62,0
Wheat,Sandy Soil,Seedling Stage,90,32,59,0
Wheat,Sandy Soil,Seedling Stage,91,33,56,0
Wheat,Sandy Soil,Seedling Stage,92,34,53,0
Wheat,Sandy Soil,Seedling Stage,93,35,50,0
Wheat,Sandy Soil,Seedling Stage,94,36,47,0
Wheat,Sandy Soil,Seedling Stage,95,37,44,0
Wheat,Sandy Soil,Seedling Stage,96,38,41,0
Wheat,Sandy Soil,Seedling Stage,97,39,38,0
